OTU,St01_MN,St01_SG,St01_CR,St01_SD,St02_MN,St02_SG,St02_CR,St02_SD,St03_MN,St03_SG,St03_CR,St03_SD,St04_MN,St04_SG,St04_CR,St04_SD,St05_MN,St05_SG,St05_CR,St05_SD,St06_MN,St06_SG,St06_CR,St06_SD,St07_MN,St07_SG,St07_CR,St07_SD,St08_MN,St08_SG,St08_CR,St08_SD,St09_MN,St09_SG,St09_CR,St09_SD,St10_SD,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_211,270,117,173,0,234,259,191,0,842,478,217,0,164,146,126,0,0,224,151,0,0,194,234,0,0,208,134,0,76,370,213,0,0,256,413,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_212,0,0,0,431,0,0,0,360,0,0,0,412,0,0,0,397,0,0,0,295,0,0,0,569,0,0,0,386,0,0,0,402,0,0,0,541,0,Bacteria,Cyanobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,NA
OTU_213,446,189,163,4,91,285,0,0,683,311,96,2,216,200,301,2,177,174,117,0,96,194,174,1,154,156,129,2,168,296,0,0,158,110,168,6,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ia,NA
OTU_214,140,275,56,0,0,0,0,0,662,110,0,0,84,0,385,0,430,58,0,0,1030,10,0,0,255,64,0,0,701,0,0,0,1010,0,0,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Prochlorococcus_MIT9313,NA
OTU_215,454,305,89,0,160,431,0,0,1324,820,60,0,77,83,314,0,0,54,15,0,0,61,52,0,0,79,25,0,0,0,0,0,0,0,24,0,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_II,NA,NA,NA
OTU_216,1169,269,115,0,530,1071,0,0,1399,509,0,0,298,334,211,0,180,0,0,0,0,0,0,0,148,0,0,0,270,0,0,0,170,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,SAR202_clade,NA,NA,NA
OTU_217,427,307,277,0,0,210,0,0,572,277,92,0,287,242,648,0,567,166,0,0,503,0,0,0,367,141,0,0,464,162,0,0,425,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ia,NA
OTU_218,0,0,0,370,0,0,666,481,0,0,57,413,0,0,0,200,0,0,0,434,0,0,0,443,0,0,0,340,0,0,1288,257,0,0,0,230,0,Bacteria,Nitrospirae,Planctomycetacia,Pirellulales,Pirellulaceae,NA,NA
OTU_219,159,255,0,0,0,0,0,0,629,121,0,0,0,0,263,0,342,0,0,0,713,0,0,0,173,0,0,0,439,0,0,0,748,0,0,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Prochlorococcus_MIT9313,NA
OTU_220,0,69,417,0,0,0,161,0,0,0,167,0,0,0,0,0,0,186,521,0,0,643,664,0,0,264,154,0,0,96,1034,0,0,180,905,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Prochlorococcus_MIT9313,NA
OTU_222,0,0,0,424,0,0,0,357,0,0,0,475,0,0,0,317,0,0,0,365,0,0,0,559,0,0,0,379,0,0,0,631,0,0,0,304,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_223,0,0,0,438,0,0,0,414,0,0,0,374,0,0,0,157,0,0,0,124,0,0,0,661,0,0,0,255,0,0,0,437,0,0,0,298,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_224,0,0,0,329,0,0,0,420,0,0,0,380,0,0,0,250,0,0,0,228,0,0,0,292,0,0,0,412,0,0,0,422,0,0,0,200,0,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,NA
OTU_225,0,0,0,392,0,0,0,281,0,0,0,371,0,0,0,272,0,0,0,537,0,0,0,423,0,0,0,428,0,0,0,455,0,0,0,259,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_227,0,0,0,497,0,0,0,204,0,0,0,474,0,0,0,461,0,0,0,184,0,0,0,346,0,0,0,217,0,0,0,204,0,0,0,349,0,Bacteria,Acidobacteria,Subgroup_21,NA,NA,NA,NA
OTU_228,662,85,0,0,319,440,0,0,727,310,0,0,140,252,151,0,178,0,0,0,0,0,0,0,235,0,0,0,52,0,0,0,36,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Puniceispirillales,SAR1186_clade,Candidatus_Puniceispirillum,NA
OTU_229,0,0,0,0,585,707,0,0,2833,1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Parvibaculales,OCS116_clade,NA,NA
OTU_230,0,0,0,473,0,0,0,507,0,0,0,786,0,0,0,429,0,0,0,452,0,0,0,398,0,0,0,395,0,0,0,280,0,0,0,201,0,Bacteria,Proteobacteria,GammaProteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,NA
OTU_231,0,0,0,422,0,0,0,318,0,0,0,511,0,0,0,336,0,0,0,434,0,0,0,712,0,0,0,408,0,0,0,529,0,0,0,451,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_232,1220,259,0,0,758,624,0,0,2268,746,0,0,438,799,0,0,424,0,0,0,112,0,0,0,568,0,0,0,134,0,0,0,0,0,0,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Synechococcus_CC9902,NA
OTU_233,52,550,568,0,0,0,95,0,0,0,170,0,30,68,187,0,0,412,504,0,0,848,607,0,0,575,332,0,0,278,168,0,0,1181,861,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_234,0,0,0,442,0,0,30,372,0,0,0,500,0,0,0,367,0,0,0,401,0,0,0,628,0,0,0,346,0,0,25,494,0,0,0,357,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_235,809,50,29,0,412,899,0,0,756,354,34,0,511,711,156,0,440,0,0,0,38,0,0,0,764,0,0,0,151,27,0,0,102,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA
OTU_236,1227,211,0,0,759,608,0,0,2184,696,0,0,379,744,98,0,370,0,0,0,0,0,0,0,582,0,0,0,115,0,0,0,0,0,0,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Synechococcus_CC9902,NA
OTU_237,0,0,0,357,0,0,205,254,0,0,0,312,0,0,0,319,0,0,0,393,0,0,0,530,0,0,0,345,0,0,117,481,0,0,0,327,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_238,285,100,130,0,93,100,0,0,500,253,0,0,97,79,182,0,229,274,106,0,319,140,94,0,130,256,114,0,56,101,0,0,44,63,46,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_239,57,161,236,0,0,0,123,0,118,62,170,0,30,54,101,0,0,545,376,0,0,658,482,0,0,378,304,0,0,588,212,0,0,653,653,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_240,0,0,0,280,0,0,243,389,0,0,0,571,0,0,0,304,0,0,0,290,0,0,0,296,0,0,0,378,0,0,0,262,0,0,0,241,0,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,NA
OTU_241,727,66,41,0,324,367,0,0,664,407,44,0,260,375,160,0,199,40,0,0,242,42,0,0,133,53,25,0,163,0,0,0,262,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rickettsiales,S25-593,NA,NA
OTU_242,73,727,105,3568,0,33,86,116,0,18,24,315,0,66,0,358,0,31,39,83,18,34,21,31,0,0,37,103,3,0,74,108,0,0,19,69,0,Bacteria,Proteobacteria,AlphaProteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,NA
OTU_243,0,0,36,85,0,0,2390,176,0,0,56,192,0,0,0,156,0,0,0,225,0,0,0,143,0,0,0,173,0,0,238,108,0,0,0,87,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_II,NA,NA,NA
OTU_244,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,4075,333,0,0,277,228,0,0,Bacteria,Cyanobacteria,Acidimicrobiia,Actinomarinales,Clade_II,Prochlorococcus,NA
OTU_245,53,120,228,0,0,0,137,0,0,0,123,0,26,67,96,0,0,657,352,0,0,436,392,0,0,325,221,0,0,432,153,0,0,716,800,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_246,177,229,73,0,0,103,0,0,155,103,0,0,157,354,180,0,97,112,51,0,0,1031,91,0,0,288,359,0,0,880,0,0,0,384,86,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,NA
OTU_247,0,0,0,0,0,0,0,0,340,472,28,0,1325,1538,517,19,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
OTU_248,240,128,99,0,131,256,0,0,612,222,60,0,86,91,177,0,132,212,127,0,73,200,153,0,78,228,124,0,117,239,37,0,78,111,149,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ia,NA
OTU_249,0,0,22,361,0,0,522,346,0,0,0,641,0,0,0,255,0,0,0,205,0,0,0,309,0,0,0,216,0,0,97,242,0,0,0,195,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_250,0,0,0,240,0,0,0,213,0,0,0,228,0,0,0,273,0,0,0,348,0,0,0,460,0,0,0,351,0,0,0,326,0,0,0,285,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rickettsiales,NA,NA,NA
OTU_251,0,0,0,183,0,0,697,319,0,0,0,353,0,0,0,255,0,0,0,342,0,0,0,206,0,0,0,270,0,0,83,195,0,0,0,167,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_II,NA,NA,NA
OTU_252,171,69,47,29,109,245,198,19,392,167,113,32,63,101,38,51,32,134,152,55,55,109,145,92,53,1836,1369,71,14,58,316,28,149,213,282,28,0,Bacteria,Proteobacteria,GammaProteobacteria,Vibrionales,Vibrionaceae,NA,NA
OTU_253,180,199,0,0,0,0,0,0,762,158,0,0,100,0,234,0,127,0,0,0,222,0,0,0,0,0,0,0,361,0,0,0,336,0,0,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Prochlorococcus_MIT9313,NA
OTU_254,0,232,324,0,0,0,0,0,0,0,230,0,0,0,0,0,0,314,305,0,0,393,284,0,101,247,134,0,0,649,467,0,0,188,432,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Synechococcus_CC9902,NA
OTU_255,478,380,89,0,93,427,0,0,813,441,23,0,358,449,415,0,132,92,0,0,347,12,0,0,210,129,94,0,167,32,0,0,243,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA
OTU_256,0,107,270,0,0,0,0,0,0,0,58,0,0,0,0,0,0,546,450,0,0,1029,620,0,0,416,103,0,0,121,91,0,0,502,738,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Prochlorococcus_MIT9313,NA
OTU_257,591,309,145,0,231,436,0,0,723,462,45,0,220,323,251,0,63,59,0,0,0,0,0,0,0,51,0,0,0,64,0,0,0,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,SAR202_clade,NA,NA,NA
OTU_258,0,0,0,324,0,0,0,278,0,0,0,352,0,0,0,272,0,0,0,337,0,0,0,567,0,0,0,385,0,0,0,512,0,0,0,330,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_259,0,0,0,895,0,0,0,3935,0,0,0,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassococcus,halodurans
OTU_260,0,63,59,0,0,0,0,0,0,0,0,0,0,102,330,0,0,449,196,0,0,1016,432,0,0,1214,973,0,0,0,0,0,0,747,640,0,0,Bacteria,Cyanobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,NA
OTU_261,0,0,252,0,0,0,0,0,0,0,125,0,0,0,0,0,0,736,316,0,0,283,364,0,0,329,371,0,0,1274,154,0,0,720,1143,0,0,Bacteria,Cyanobacteria,Acidimicrobiia,Actinomarinales,Clade_II,Prochlorococcus,NA
OTU_262,0,0,0,232,0,0,269,251,0,0,0,380,0,0,0,203,0,0,0,272,0,0,0,213,0,0,0,299,0,0,132,258,0,0,0,178,0,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,NA
OTU_263,207,74,65,0,135,196,0,0,724,322,0,0,96,89,148,0,82,137,124,0,80,276,184,0,57,244,103,0,0,135,0,0,0,125,114,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ia,NA
OTU_264,31,54,190,0,0,0,366,0,68,50,317,0,27,39,22,0,0,341,338,30,0,198,318,0,0,149,105,31,0,402,412,0,0,439,840,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_265,37,261,116,0,310,609,0,0,461,389,0,0,85,77,140,0,0,421,229,0,0,231,299,0,0,746,758,0,0,905,0,0,0,180,318,0,0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,NA
OTU_266,306,131,90,0,134,268,0,0,634,278,58,0,130,124,234,0,230,114,81,0,85,128,92,0,134,97,71,0,178,184,0,0,128,100,114,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ia,NA
OTU_267,57,72,125,0,0,68,593,0,53,0,396,0,0,0,0,0,0,298,273,0,0,118,185,0,0,77,94,0,0,642,650,0,0,261,560,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_269,0,0,0,266,0,0,0,244,0,0,0,289,0,0,0,208,0,0,0,274,0,0,0,510,0,0,0,363,0,0,0,398,0,0,0,249,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_270,15,187,219,0,14,33,182,0,28,45,777,0,0,21,46,0,0,235,438,0,0,421,361,0,0,184,97,0,0,134,208,0,0,95,298,0,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_271,0,0,0,303,0,0,218,277,0,0,0,503,0,0,0,342,0,0,0,150,0,0,0,229,0,0,0,229,0,0,53,178,0,0,0,210,0,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA,NA
OTU_272,237,410,217,0,108,160,0,0,404,201,50,0,110,165,296,0,204,191,100,0,230,215,109,0,179,201,77,0,101,151,0,0,155,63,75,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Puniceispirillales,SAR1186_clade,NA,NA
OTU_273,61,112,267,0,0,0,279,0,36,19,248,0,22,0,62,0,6,632,365,0,0,555,469,0,0,354,74,0,0,221,238,0,4,337,270,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_274,0,0,0,238,0,0,0,217,0,0,0,279,0,0,0,249,0,0,0,274,0,0,0,560,0,0,0,245,0,0,0,239,0,0,0,335,0,Bacteria,Euryarchaeota1,Dehalococcoidia,SAR202_clade,NA,NA,NA
OTU_275,74,665,286,0,39,67,0,0,101,0,43,0,0,81,265,0,413,80,0,0,1008,79,55,0,482,332,435,0,396,81,0,0,1032,30,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA
OTU_276,564,165,121,0,498,625,0,0,1108,639,59,0,188,281,126,0,70,15,0,0,0,0,0,0,0,29,13,0,54,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Parvibaculales,OCS116_clade,NA,NA
OTU_277,0,118,165,0,0,0,327,0,0,0,154,0,0,0,0,0,0,320,173,0,0,98,144,0,0,147,221,0,0,2055,342,0,0,657,955,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA
OTU_278,0,0,0,274,0,0,0,239,0,0,0,334,0,0,0,222,0,0,0,247,0,0,0,497,0,0,0,293,0,0,0,476,0,0,0,292,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_279,937,0,0,0,89,277,0,0,378,202,38,0,78,113,195,0,226,184,76,0,0,88,0,0,0,0,0,0,35,45,0,0,65,0,80,0,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_II,NA,NA,NA
OTU_280,0,0,0,268,0,0,0,217,0,0,0,295,0,0,0,186,0,0,0,420,0,0,0,349,0,0,0,331,0,0,0,362,0,0,0,197,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_281,0,0,0,246,0,0,41,249,0,0,0,276,0,0,0,234,0,0,0,238,0,0,0,422,0,0,0,302,0,0,32,429,0,0,0,181,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_282,0,0,0,270,0,0,0,339,0,0,0,448,0,0,0,270,0,0,0,247,0,0,0,301,0,0,0,263,0,0,0,264,0,0,0,271,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_283,183,152,131,0,173,201,0,0,363,265,78,0,136,107,185,0,155,197,124,0,89,165,205,0,104,184,104,0,102,274,0,0,115,201,153,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,NA,NA,NA,NA
OTU_284,0,0,0,293,0,0,0,233,0,0,0,400,0,0,0,243,0,0,0,314,0,0,0,434,0,0,0,330,0,0,0,330,0,0,0,229,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_285,0,0,0,302,0,0,0,241,0,0,0,244,0,0,0,232,0,0,0,197,0,0,0,281,0,0,0,244,0,0,0,231,0,0,0,320,0,Bacteria,Proteobacteria,GammaProteobacteria,UBA10353_marine_group,NA,NA,NA
OTU_286,81,98,213,0,0,0,174,0,84,58,155,0,39,61,106,0,0,368,302,0,0,556,448,0,0,302,187,0,0,373,242,0,0,430,510,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_287,44,1393,795,0,0,0,0,0,0,0,102,0,45,59,549,0,0,281,114,0,0,344,192,0,0,199,69,0,0,0,0,0,0,178,403,0,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_II,NA,NA,NA
OTU_288,0,0,0,307,0,0,0,379,0,0,0,491,0,0,0,242,0,0,0,201,0,0,0,283,0,0,0,211,0,0,0,271,0,0,0,213,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_289,0,0,0,234,0,0,61,186,0,0,0,343,0,0,0,233,0,0,0,274,0,0,0,268,0,0,0,320,0,0,0,233,0,0,0,161,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_290,261,64,38,0,416,662,0,0,1394,652,45,0,215,182,243,0,0,30,38,0,27,24,25,0,67,53,54,0,503,0,0,0,43,0,0,0,0,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,NA,NA,NA
OTU_291,0,0,0,223,0,0,0,282,0,0,0,344,0,0,0,116,0,0,0,335,0,0,0,332,0,0,0,207,0,0,0,227,0,0,0,216,0,Bacteria,Euryarchaeota1,Dehalococcoidia,SAR202_clade,NA,NA,NA
OTU_293,0,342,758,0,0,0,427,0,0,0,409,0,0,26,0,0,0,225,333,0,0,168,97,0,0,133,119,0,0,78,255,0,0,993,1260,0,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_294,0,266,214,0,0,0,73,0,0,0,97,0,0,0,0,0,0,396,164,0,0,124,194,0,0,212,228,0,0,1849,61,0,0,654,603,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA
OTU_295,0,88,499,0,0,0,45,0,0,0,127,0,0,0,0,0,0,376,308,0,0,654,382,0,0,290,248,0,0,336,106,0,0,1283,614,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,NA
OTU_296,82,157,396,0,0,195,64,0,378,251,320,0,0,0,0,0,0,546,163,0,0,83,37,0,0,134,0,0,0,46,75,0,0,145,348,0,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_II,NA,NA,NA
OTU_297,0,0,0,150,0,0,0,193,0,0,0,170,0,0,0,228,0,0,0,238,0,0,0,271,0,0,0,266,0,0,0,231,0,0,0,210,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_II,NA,NA,NA
OTU_298,338,124,107,0,126,233,0,0,619,287,0,0,153,121,212,0,235,107,88,0,107,0,0,0,122,121,0,0,155,190,0,0,147,80,112,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ia,NA
OTU_299,1924,59,45,0,67,115,0,0,170,104,0,0,153,144,161,0,284,64,0,0,410,0,0,0,0,50,48,0,0,0,0,0,85,0,0,0,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_II,NA,NA,NA
OTU_300,0,0,0,285,0,0,0,281,0,0,0,331,0,0,0,178,0,0,0,242,0,0,0,250,0,0,0,192,0,0,0,222,0,0,0,220,0,Bacteria,Euryarchaeota1,Dehalococcoidia,SAR202_clade,NA,NA,NA
OTU_301,150,88,115,0,86,98,0,0,480,251,51,0,99,104,168,0,442,131,0,0,408,42,0,0,206,90,52,0,314,141,42,0,581,69,74,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ia,NA
OTU_302,0,505,382,0,0,0,48,0,0,0,103,0,0,0,0,0,0,268,286,0,0,234,238,0,0,337,404,0,0,620,83,0,0,956,1056,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA
OTU_303,0,0,0,272,0,0,104,245,0,0,0,330,0,0,0,218,0,0,0,242,0,0,0,411,0,0,0,336,0,0,77,402,0,0,0,261,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_304,44,438,251,0,0,0,65,0,0,0,336,0,16,38,0,0,0,411,495,0,0,625,485,0,0,292,160,0,0,144,128,0,0,258,379,0,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_305,337,195,90,0,69,141,0,0,336,195,69,0,205,268,236,0,265,193,114,0,143,167,68,0,83,163,71,0,167,54,0,0,156,73,54,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rickettsiales,S25-593,NA,NA
OTU_306,0,0,0,227,0,0,0,238,0,0,0,296,0,0,0,233,0,0,0,266,0,0,0,381,0,0,0,314,0,0,0,332,0,0,0,193,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_307,112,304,150,0,0,37,0,0,166,113,68,0,126,119,857,0,176,43,0,0,413,0,0,0,598,32,29,0,669,20,0,0,2105,10,0,0,0,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,NA,NA,NA
OTU_308,87,199,184,0,169,340,0,0,676,383,108,0,116,70,135,0,0,227,205,0,0,192,240,0,0,188,86,0,0,235,0,0,0,119,182,0,0,Bacteria,Proteobacteria,GammaProteobacteria,KI89A_clade,NA,NA,NA
OTU_309,0,0,0,0,0,91,0,0,89,351,76,3744,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA
OTU_310,39,158,58,0,117,119,0,0,348,188,69,0,0,84,40,0,0,313,178,0,0,314,148,0,0,424,315,0,0,970,39,0,0,311,181,0,0,Bacteria,Cyanobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,NA
OTU_311,0,0,0,228,0,0,0,186,0,0,0,261,0,0,0,173,0,0,0,422,0,0,0,322,0,0,0,318,0,0,0,323,0,0,0,260,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_312,0,0,0,277,0,0,0,226,0,0,0,326,0,0,0,258,0,0,0,306,0,0,0,469,0,0,0,292,0,0,0,417,0,0,0,287,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_313,0,0,0,237,0,0,0,144,0,0,0,174,0,0,0,146,0,0,0,282,0,0,0,317,0,0,0,350,0,0,0,383,0,0,0,171,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,NA,NA
OTU_314,174,177,0,0,338,228,0,0,645,362,0,0,86,82,0,0,0,163,0,0,0,104,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Parvibaculales,OCS116_clade,NA,NA
OTU_316,0,0,0,201,0,0,0,176,0,0,0,362,0,0,0,237,0,0,0,178,0,0,0,233,0,0,0,135,0,0,0,197,0,0,0,146,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_317,0,0,223,0,0,0,90,0,0,0,152,0,0,0,0,0,0,227,360,0,0,391,423,0,0,244,250,0,0,124,889,0,0,1115,1260,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Prochlorococcus_MIT9313,marinus
OTU_318,155,0,0,0,0,0,0,0,375,166,0,0,83,0,0,0,100,122,0,0,0,206,135,0,0,130,155,0,0,532,0,0,0,105,0,0,0,Bacteria,Cyanobacteria,Acidimicrobiia,Actinomarinales,Clade_II,Prochlorococcus,NA
OTU_319,362,310,178,0,247,311,0,0,563,259,37,0,135,258,186,0,127,85,0,0,176,57,18,0,138,65,0,0,73,98,0,0,102,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5)_clade,NA
OTU_320,170,0,0,0,229,732,0,0,1426,863,70,0,216,149,93,0,14,51,30,0,0,25,26,0,0,26,20,0,217,118,0,0,29,11,0,0,0,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,NA,NA,NA
OTU_321,0,0,0,167,0,0,0,267,0,0,0,214,0,0,0,208,0,0,0,232,0,0,0,389,0,0,0,303,0,0,0,222,0,0,0,233,0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4_marine_group,NA,NA,NA
